sample_id,target_byte,repeat,timing_ns
5010,241,10,33625
5011,241,11,36666
5012,241,12,45375
5013,241,13,33625
5014,241,14,36000
5015,241,15,35666
5016,241,16,34875
5017,241,17,35916
5018,241,18,43333
5019,241,19,34000
5020,107,0,51416
5021,107,1,36083
5022,107,2,36791
5023,107,3,34250
5024,107,4,33458
5025,107,5,51250
5026,107,6,36291
5027,107,7,38291
5028,107,8,35208
5029,107,9,83208
5030,107,10,35708
5031,107,11,34416
5032,107,12,35750
5033,107,13,105958
5034,107,14,29625
5035,107,15,38125
5036,107,16,36958
5037,107,17,34708
5038,107,18,84791
5039,107,19,35791
5040,19,0,36041
5041,19,1,35416
5042,19,2,35833
5043,19,3,35375
5044,19,4,36541
5045,19,5,35375
5046,19,6,35458
5047,19,7,33916
5048,19,8,34625
5049,19,9,38375
5050,19,10,37375
5051,19,11,36541
5052,19,12,58708
5053,19,13,36833
5054,19,14,36041
5055,19,15,35750
5056,19,16,36208
5057,19,17,54041
5058,19,18,35708
5059,19,19,42250
5060,71,0,36666
5061,71,1,36083
5062,71,2,28916
5063,71,3,35291
5064,71,4,39500
5065,71,5,36833
5066,71,6,35041
5067,71,7,34250
5068,71,8,36125
5069,71,9,37458
5070,71,10,29625
5071,71,11,33458
5072,71,12,35666
5073,71,13,33666
5074,71,14,31875
5075,71,15,31958
5076,71,16,34708
5077,71,17,36625
5078,71,18,37208
5079,71,19,35416
5080,113,0,33875
5081,113,1,30083
5082,113,2,34458
5083,113,3,36458
5084,113,4,35833
5085,113,5,35250
5086,113,6,36416
5087,113,7,35291
5088,113,8,30083
5089,113,9,32916
5090,113,10,33625
5091,113,11,35041
5092,113,12,28500
5093,113,13,37375
5094,113,14,35625
5095,113,15,34916
5096,113,16,34208
5097,113,17,31291
5098,113,18,28875
5099,113,19,32791
5100,87,0,35958
5101,87,1,36291
5102,87,2,37666
5103,87,3,84541
5104,87,4,38375
5105,87,5,772083
5106,87,6,37875
5107,87,7,36708
5108,87,8,38375
5109,87,9,36916
5110,87,10,60208
5111,87,11,36000
5112,87,12,36041
5113,87,13,48583
5114,87,14,36125
5115,87,15,36333
5116,87,16,36166
5117,87,17,36208
5118,87,18,71500
5119,87,19,74458
5120,212,0,149958
5121,212,1,38250
5122,212,2,65125
5123,212,3,35833
5124,212,4,34875
5125,212,5,36666
5126,212,6,34708
5127,212,7,37750
5128,212,8,37458
5129,212,9,35750
5130,212,10,36333
5131,212,11,35666
5132,212,12,37916
5133,212,13,33916
5134,212,14,54708
5135,212,15,35791
5136,212,16,37583
5137,212,17,29458
5138,212,18,32416
5139,212,19,35333
5140,154,0,62083
5141,154,1,37000
5142,154,2,47250
5143,154,3,34291
5144,154,4,65625
5145,154,5,50750
5146,154,6,37750
5147,154,7,36416
5148,154,8,100291
5149,154,9,38958
5150,154,10,40958
5151,154,11,39375
5152,154,12,39208
5153,154,13,37708
5154,154,14,38041
5155,154,15,36041
5156,154,16,244375
5157,154,17,48500
5158,154,18,37458
5159,154,19,35291
5160,84,0,35375
5161,84,1,37500
5162,84,2,35875
5163,84,3,36000
5164,84,4,30750
5165,84,5,31208
5166,84,6,35083
5167,84,7,34333
5168,84,8,38875
5169,84,9,38625
5170,84,10,35083
5171,84,11,39041
5172,84,12,94791
5173,84,13,35541
5174,84,14,78458
5175,84,15,35208
5176,84,16,37291
5177,84,17,35166
5178,84,18,60833
5179,84,19,35875
5180,141,0,40166
5181,141,1,35625
5182,141,2,37583
5183,141,3,26208
5184,141,4,37125
5185,141,5,34750
5186,141,6,37208
5187,141,7,33458
5188,141,8,36458
5189,141,9,32916
5190,141,10,39333
5191,141,11,29875
5192,141,12,34500
5193,141,13,34708
5194,141,14,35375
5195,141,15,35375
5196,141,16,34750
5197,141,17,33666
5198,141,18,35041
5199,141,19,32875
5200,173,0,33250
5201,173,1,32458
5202,173,2,32208
5203,173,3,34708
5204,173,4,36083
5205,173,5,34958
5206,173,6,34583
5207,173,7,35500
5208,173,8,34416
5209,173,9,32250
5210,173,10,33041
5211,173,11,27958
5212,173,12,34041
5213,173,13,37416
5214,173,14,27750
5215,173,15,32583
5216,173,16,27916
5217,173,17,35166
5218,173,18,36125
5219,173,19,34125
5220,244,0,33458
5221,244,1,36041
5222,244,2,35250
5223,244,3,34916
5224,244,4,37208
5225,244,5,35166
5226,244,6,36375
5227,244,7,34333
5228,244,8,34750
5229,244,9,40041
5230,244,10,29375
5231,244,11,32250
5232,244,12,33708
5233,244,13,23166
5234,244,14,29333
5235,244,15,35291
5236,244,16,30166
5237,244,17,34125
5238,244,18,36083
5239,244,19,32125
5240,177,0,35625
5241,177,1,35666
5242,177,2,34041
5243,177,3,60541
5244,177,4,36625
5245,177,5,38666
5246,177,6,37375
5247,177,7,35125
5248,177,8,31041
5249,177,9,35000
5250,177,10,36000
5251,177,11,34250
5252,177,12,52000
5253,177,13,35458
5254,177,14,35375
5255,177,15,36666
5256,177,16,37625
5257,177,17,33583
5258,177,18,36291
5259,177,19,36000
5260,78,0,36000
5261,78,1,30458
5262,78,2,36291
5263,78,3,36208
5264,78,4,35708
5265,78,5,36458
5266,78,6,30750
5267,78,7,29666
5268,78,8,37166
5269,78,9,35958
5270,78,10,32208
5271,78,11,32291
5272,78,12,35875
5273,78,13,24708
5274,78,14,31083
5275,78,15,36291
5276,78,16,35750
5277,78,17,86416
5278,78,18,86458
5279,78,19,36541
5280,14,0,36041
5281,14,1,36583
5282,14,2,111041
5283,14,3,40541
5284,14,4,35875
5285,14,5,214541
5286,14,6,879625
5287,14,7,135875
5288,14,8,82375
5289,14,9,121916
5290,14,10,263666
5291,14,11,293166
5292,14,12,65125
5293,14,13,36375
5294,14,14,35166
5295,14,15,67708
5296,14,16,74000
5297,14,17,35958
5298,14,18,34958
5299,14,19,33375
5300,60,0,30041
5301,60,1,38583
5302,60,2,35000
5303,60,3,36583
5304,60,4,34708
5305,60,5,27708
5306,60,6,34208
5307,60,7,32916
5308,60,8,35333
5309,60,9,37791
5310,60,10,36958
5311,60,11,34625
5312,60,12,35500
5313,60,13,33000
5314,60,14,31458
5315,60,15,32416
5316,60,16,31666
5317,60,17,33125
5318,60,18,32750
5319,60,19,30500
5320,184,0,36791
5321,184,1,33625
5322,184,2,34958
5323,184,3,30333
5324,184,4,34750
5325,184,5,31625
5326,184,6,29166
5327,184,7,44375
5328,184,8,34208
5329,184,9,35000
5330,184,10,34041
5331,184,11,37666
5332,184,12,30500
5333,184,13,28458
5334,184,14,35750
5335,184,15,33208
5336,184,16,31791
5337,184,17,28666
5338,184,18,35875
5339,184,19,31375
5340,218,0,34875
5341,218,1,44375
5342,218,2,34666
5343,218,3,35708
5344,218,4,33916
5345,218,5,33250
5346,218,6,28833
5347,218,7,33875
5348,218,8,36333
5349,218,9,30791
5350,218,10,35166
5351,218,11,31916
5352,218,12,33250
5353,218,13,36541
5354,218,14,35041
5355,218,15,52375
5356,218,16,33500
5357,218,17,36291
5358,218,18,33958
5359,218,19,30833
5360,133,0,30375
5361,133,1,34416
5362,133,2,36041
5363,133,3,35416
5364,133,4,31625
5365,133,5,32375
5366,133,6,35000
5367,133,7,35750
5368,133,8,35875
5369,133,9,34875
5370,133,10,31416
5371,133,11,35333
5372,133,12,35083
5373,133,13,30500
5374,133,14,35375
5375,133,15,25916
5376,133,16,36875
5377,133,17,29791
5378,133,18,34125
5379,133,19,30083
5380,155,0,32333
5381,155,1,35958
5382,155,2,34041
5383,155,3,31541
5384,155,4,35250
5385,155,5,35666
5386,155,6,31708
5387,155,7,33500
5388,155,8,36208
5389,155,9,36750
5390,155,10,34125
5391,155,11,35916
5392,155,12,36291
5393,155,13,32458
5394,155,14,35750
5395,155,15,31583
5396,155,16,27458
5397,155,17,34208
5398,155,18,33458
5399,155,19,32416
5400,142,0,43125
5401,142,1,35666
5402,142,2,35041
5403,142,3,37541
5404,142,4,31750
5405,142,5,32916
5406,142,6,27333
5407,142,7,30583
5408,142,8,33291
5409,142,9,35375
5410,142,10,82666
5411,142,11,33083
5412,142,12,32791
5413,142,13,34041
5414,142,14,32708
5415,142,15,35916
5416,142,16,32625
5417,142,17,40166
5418,142,18,34666
5419,142,19,22958
5420,67,0,35833
5421,67,1,35000
5422,67,2,35291
5423,67,3,35125
5424,67,4,33916
5425,67,5,32666
5426,67,6,54958
5427,67,7,34916
5428,67,8,31875
5429,67,9,67583
5430,67,10,35125
5431,67,11,32583
5432,67,12,31666
5433,67,13,34083
5434,67,14,35041
5435,67,15,34833
5436,67,16,31500
5437,67,17,29041
5438,67,18,38666
5439,67,19,36875
5440,97,0,96291
5441,97,1,40000
5442,97,2,292958
5443,97,3,163541
5444,97,4,33250
5445,97,5,50250
5446,97,6,110333
5447,97,7,35500
5448,97,8,97875
5449,97,9,34666
5450,97,10,38916
5451,97,11,33791
5452,97,12,33958
5453,97,13,33166
5454,97,14,35583
5455,97,15,33625
5456,97,16,37750
5457,97,17,35291
5458,97,18,57875
5459,97,19,36250
5460,87,0,67625
5461,87,1,34708
5462,87,2,34625
5463,87,3,35875
5464,87,4,41000
5465,87,5,34208
5466,87,6,33791
5467,87,7,36875
5468,87,8,34583
5469,87,9,35791
5470,87,10,34625
5471,87,11,35208
5472,87,12,72666
5473,87,13,26750
5474,87,14,31791
5475,87,15,35041
5476,87,16,36833
5477,87,17,34625
5478,87,18,34208
5479,87,19,44083
5480,245,0,39500
5481,245,1,52541
5482,245,2,34958
5483,245,3,35708
5484,245,4,36250
5485,245,5,37958
5486,245,6,33500
5487,245,7,36166
5488,245,8,34416
5489,245,9,35125
5490,245,10,36291
5491,245,11,28791
5492,245,12,37750
5493,245,13,34500
5494,245,14,31250
5495,245,15,32416
5496,245,16,34791
5497,245,17,36041
5498,245,18,35625
5499,245,19,34583
5500,82,0,37083
5501,82,1,31166
5502,82,2,35791
5503,82,3,38666
5504,82,4,30375
5505,82,5,33250
5506,82,6,29500
5507,82,7,35333
5508,82,8,34041
5509,82,9,36041
5510,82,10,33333
5511,82,11,36166
5512,82,12,36083
5513,82,13,32125
5514,82,14,34750
5515,82,15,31208
5516,82,16,34958
5517,82,17,33916
5518,82,18,37500
5519,82,19,34916
5520,93,0,34208
5521,93,1,35666
5522,93,2,34375
5523,93,3,23666
5524,93,4,31541
5525,93,5,35333
5526,93,6,35708
5527,93,7,29375
5528,93,8,31375
5529,93,9,34208
5530,93,10,34375
5531,93,11,36541
5532,93,12,37083
5533,93,13,35875
5534,93,14,38041
5535,93,15,28416
5536,93,16,30083
5537,93,17,32791
5538,93,18,27375
5539,93,19,34041
5540,236,0,36000
5541,236,1,34166
5542,236,2,74958
5543,236,3,32500
5544,236,4,30958
5545,236,5,34166
5546,236,6,29166
5547,236,7,34833
5548,236,8,46000
5549,236,9,36750
5550,236,10,29833
5551,236,11,35166
5552,236,12,30166
5553,236,13,34208
5554,236,14,33291
5555,236,15,23458
5556,236,16,31708
5557,236,17,29958
5558,236,18,28125
5559,236,19,35208
5560,53,0,30625
5561,53,1,32791
5562,53,2,34208
5563,53,3,35583
5564,53,4,34625
5565,53,5,101208
5566,53,6,219416
5567,53,7,35208
5568,53,8,72500
5569,53,9,45541
5570,53,10,36208
5571,53,11,78250
5572,53,12,235666
5573,53,13,127333
5574,53,14,184208
5575,53,15,160875
5576,53,16,41875
5577,53,17,32666
5578,53,18,62291
5579,53,19,76083
5580,29,0,35333
5581,29,1,36416
5582,29,2,35000
5583,29,3,28291
5584,29,4,31833
5585,29,5,30750
5586,29,6,35791
5587,29,7,33208
5588,29,8,34500
5589,29,9,73125
5590,29,10,32125
5591,29,11,34125
5592,29,12,35875
5593,29,13,37541
5594,29,14,37625
5595,29,15,35916
5596,29,16,36250
5597,29,17,36791
5598,29,18,35375
5599,29,19,39875
5600,52,0,36083
5601,52,1,35083
5602,52,2,35708
5603,52,3,37125
5604,52,4,28250
5605,52,5,29250
5606,52,6,35875
5607,52,7,35208
5608,52,8,34208
5609,52,9,29416
5610,52,10,36750
5611,52,11,22875
5612,52,12,29916
5613,52,13,47791
5614,52,14,31708
5615,52,15,28916
5616,52,16,33458
5617,52,17,31916
5618,52,18,33458
5619,52,19,33333
5620,182,0,33166
5621,182,1,33958
5622,182,2,38958
5623,182,3,36166
5624,182,4,35458
5625,182,5,27750
5626,182,6,34083
5627,182,7,36041
5628,182,8,36416
5629,182,9,34291
5630,182,10,34625
5631,182,11,32208
5632,182,12,34125
5633,182,13,36333
5634,182,14,108791
5635,182,15,40083
5636,182,16,32708
5637,182,17,36375
5638,182,18,36875
5639,182,19,47375
5640,111,0,130791
5641,111,1,87000
5642,111,2,78833
5643,111,3,36750
5644,111,4,72708
5645,111,5,35500
5646,111,6,87958
5647,111,7,36583
5648,111,8,40375
5649,111,9,38875
5650,111,10,38416
5651,111,11,34416
5652,111,12,34416
5653,111,13,34541
5654,111,14,39125
5655,111,15,34791
5656,111,16,35541
5657,111,17,33541
5658,111,18,33916
5659,111,19,35500
5660,102,0,33291
5661,102,1,31458
5662,102,2,35708
5663,102,3,35416
5664,102,4,34458
5665,102,5,36500
5666,102,6,34583
5667,102,7,29916
5668,102,8,32625
5669,102,9,24333
5670,102,10,31250
5671,102,11,32166
5672,102,12,34041
5673,102,13,35000
5674,102,14,34166
5675,102,15,39708
5676,102,16,34541
5677,102,17,33250
5678,102,18,30000
5679,102,19,34166
5680,93,0,34250
5681,93,1,36125
5682,93,2,35625
5683,93,3,34791
5684,93,4,37125
5685,93,5,34250
5686,93,6,29291
5687,93,7,30750
5688,93,8,33583
5689,93,9,29166
5690,93,10,60791
5691,93,11,35166
5692,93,12,37166
5693,93,13,34083
5694,93,14,27458
5695,93,15,37958
5696,93,16,31916
5697,93,17,34250
5698,93,18,35291
5699,93,19,33208
5700,109,0,33000
5701,109,1,28791
5702,109,2,35291
5703,109,3,34500
5704,109,4,29791
5705,109,5,36750
5706,109,6,35458
5707,109,7,31416
5708,109,8,35250
5709,109,9,34166
5710,109,10,25958
5711,109,11,31583
5712,109,12,33041
5713,109,13,35833
5714,109,14,34916
5715,109,15,28916
5716,109,16,33125
5717,109,17,34000
5718,109,18,34833
5719,109,19,34125
5720,31,0,35958
5721,31,1,37916
5722,31,2,30083
5723,31,3,33875
5724,31,4,31500
5725,31,5,37500
5726,31,6,35000
5727,31,7,33958
5728,31,8,33708
5729,31,9,32291
5730,31,10,31458
5731,31,11,32666
5732,31,12,35333
5733,31,13,35000
5734,31,14,32208
5735,31,15,33625
5736,31,16,25625
5737,31,17,39666
5738,31,18,36083
5739,31,19,34250
5740,167,0,29625
5741,167,1,37000
5742,167,2,34083
5743,167,3,31791
5744,167,4,27625
5745,167,5,37875
5746,167,6,32166
5747,167,7,30333
5748,167,8,35166
5749,167,9,29625
5750,167,10,35708
5751,167,11,35500
5752,167,12,33250
5753,167,13,32625
5754,167,14,23708
5755,167,15,30750
5756,167,16,28958
5757,167,17,31833
5758,167,18,35625
5759,167,19,26791
5760,153,0,49333
5761,153,1,32375
5762,153,2,35625
5763,153,3,27958
5764,153,4,36125
5765,153,5,34125
5766,153,6,35166
5767,153,7,35000
5768,153,8,35166
5769,153,9,59250
5770,153,10,33583
5771,153,11,35500
5772,153,12,34541
5773,153,13,35625
5774,153,14,34208
5775,153,15,31500
5776,153,16,26583
5777,153,17,27541
5778,153,18,36541
5779,153,19,36041
5780,149,0,31125
5781,149,1,37708
5782,149,2,35750
5783,149,3,32208
5784,149,4,31750
5785,149,5,36166
5786,149,6,56375
5787,149,7,29916
5788,149,8,37000
5789,149,9,32750
5790,149,10,34083
5791,149,11,27000
5792,149,12,29250
5793,149,13,36166
5794,149,14,58916
5795,149,15,33583
5796,149,16,34916
5797,149,17,37041
5798,149,18,34166
5799,149,19,33916
5800,238,0,36541
5801,238,1,35208
5802,238,2,33583
5803,238,3,30125
5804,238,4,37416
5805,238,5,36333
5806,238,6,33875
5807,238,7,29625
5808,238,8,36291
5809,238,9,33916
5810,238,10,33833
5811,238,11,25750
5812,238,12,35750
5813,238,13,35791
5814,238,14,35291
5815,238,15,27791
5816,238,16,34250
5817,238,17,59416
5818,238,18,43166
5819,238,19,37333
5820,168,0,35333
5821,168,1,31083
5822,168,2,33333
5823,168,3,32333
5824,168,4,32125
5825,168,5,32250
5826,168,6,35416
5827,168,7,34291
5828,168,8,29208
5829,168,9,27666
5830,168,10,43583
5831,168,11,36083
5832,168,12,33333
5833,168,13,23833
5834,168,14,35958
5835,168,15,35666
5836,168,16,37333
5837,168,17,36041
5838,168,18,32750
5839,168,19,34291
5840,144,0,28791
5841,144,1,35125
5842,144,2,57291
5843,144,3,31083
5844,144,4,25416
5845,144,5,22708
5846,144,6,34625
5847,144,7,34583
5848,144,8,34416
5849,144,9,33791
5850,144,10,30791
5851,144,11,32541
5852,144,12,40541
5853,144,13,544541
5854,144,14,38333
5855,144,15,43750
5856,144,16,66583
5857,144,17,55375
5858,144,18,38416
5859,144,19,39041
5860,154,0,44208
5861,154,1,37291
5862,154,2,97333
5863,154,3,44208
5864,154,4,1134750
5865,154,5,755791
5866,154,6,4017208
5867,154,7,37791
5868,154,8,40583
5869,154,9,36666
5870,154,10,1711541
5871,154,11,37208
5872,154,12,370500
5873,154,13,39083
5874,154,14,38083
5875,154,15,40041
5876,154,16,38583
5877,154,17,38875
5878,154,18,124750
5879,154,19,36291
5880,170,0,34833
5881,170,1,36375
5882,170,2,67458
5883,170,3,37583
5884,170,4,37916
5885,170,5,37916
5886,170,6,39875
5887,170,7,685666
5888,170,8,35125
5889,170,9,35166
5890,170,10,34625
5891,170,11,30291
5892,170,12,34583
5893,170,13,33625
5894,170,14,31958
5895,170,15,33083
5896,170,16,49666
5897,170,17,39625
5898,170,18,33958
5899,170,19,33833
5900,206,0,29416
5901,206,1,29833
5902,206,2,38083
5903,206,3,36791
5904,206,4,24000
5905,206,5,30625
5906,206,6,30208
5907,206,7,48083
5908,206,8,30583
5909,206,9,27833
5910,206,10,33916
5911,206,11,34958
5912,206,12,36250
5913,206,13,31958
5914,206,14,33625
5915,206,15,32875
5916,206,16,31125
5917,206,17,35333
5918,206,18,35750
5919,206,19,31625
5920,55,0,24166
5921,55,1,35833
5922,55,2,35000
5923,55,3,34166
5924,55,4,32208
5925,55,5,31708
5926,55,6,34375
5927,55,7,33250
5928,55,8,35750
5929,55,9,32500
5930,55,10,35291
5931,55,11,35125
5932,55,12,31083
5933,55,13,34916
5934,55,14,34833
5935,55,15,31000
5936,55,16,29333
5937,55,17,37000
5938,55,18,31916
5939,55,19,24375
5940,199,0,36916
5941,199,1,33916
5942,199,2,35041
5943,199,3,31750
5944,199,4,36958
5945,199,5,36458
5946,199,6,35666
5947,199,7,34666
5948,199,8,23375
5949,199,9,30791
5950,199,10,22958
5951,199,11,33416
5952,199,12,32625
5953,199,13,34833
5954,199,14,33458
5955,199,15,32416
5956,199,16,34333
5957,199,17,29250
5958,199,18,25208
5959,199,19,35291
5960,11,0,34833
5961,11,1,25708
5962,11,2,105833
5963,11,3,35708
5964,11,4,35125
5965,11,5,34041
5966,11,6,34750
5967,11,7,30291
5968,11,8,34541
5969,11,9,33500
5970,11,10,32125
5971,11,11,25875
5972,11,12,26916
5973,11,13,34583
5974,11,14,30625
5975,11,15,34416
5976,11,16,35916
5977,11,17,30708
5978,11,18,29666
5979,11,19,30333
5980,180,0,31250
5981,180,1,34916
5982,180,2,33416
5983,180,3,28791
5984,180,4,31583
5985,180,5,34541
5986,180,6,31083
5987,180,7,37583
5988,180,8,34125
5989,180,9,32291
5990,180,10,35791
5991,180,11,30041
5992,180,12,35458
5993,180,13,33416
5994,180,14,28833
5995,180,15,31791
5996,180,16,36000
5997,180,17,35166
5998,180,18,30750
5999,180,19,33416
6000,7,0,35458
6001,7,1,35333
6002,7,2,29583
6003,7,3,24875
6004,7,4,26916
6005,7,5,34083
6006,7,6,23333
6007,7,7,40333
6008,7,8,35458
6009,7,9,83541
6010,7,10,70000
6011,7,11,106500
6012,7,12,35500
6013,7,13,35000
6014,7,14,36791
6015,7,15,36708
6016,7,16,32750
6017,7,17,37416
6018,7,18,218125
6019,7,19,111916
6020,13,0,74625
6021,13,1,157083
6022,13,2,35833
6023,13,3,124375
6024,13,4,33458
6025,13,5,120916
6026,13,6,32333
6027,13,7,3449625
6028,13,8,43333
6029,13,9,288875
6030,13,10,34833
6031,13,11,34375
6032,13,12,34416
6033,13,13,34208
6034,13,14,23041
6035,13,15,36500
6036,13,16,32833
6037,13,17,33500
6038,13,18,64375
6039,13,19,29916
6040,8,0,31625
6041,8,1,32666
6042,8,2,37416
6043,8,3,33833
6044,8,4,32875
6045,8,5,36375
6046,8,6,39333
6047,8,7,36750
6048,8,8,34750
6049,8,9,36375
6050,8,10,37041
6051,8,11,28625
6052,8,12,92083
6053,8,13,37291
6054,8,14,55041
6055,8,15,37875
6056,8,16,38583
6057,8,17,35708
6058,8,18,39875
6059,8,19,35000
6060,74,0,33625
6061,74,1,34875
6062,74,2,36000
6063,74,3,31250
6064,74,4,37000
6065,74,5,26333
6066,74,6,30958
6067,74,7,33000
6068,74,8,33375
6069,74,9,28791
6070,74,10,31250
6071,74,11,26208
6072,74,12,36833
6073,74,13,34250
6074,74,14,34083
6075,74,15,33791
6076,74,16,30208
6077,74,17,32833
6078,74,18,23958
6079,74,19,48125
6080,63,0,34125
6081,63,1,27166
6082,63,2,29541
6083,63,3,33041
6084,63,4,29458
6085,63,5,33375
6086,63,6,36208
6087,63,7,36708
6088,63,8,33875
6089,63,9,31958
6090,63,10,33833
6091,63,11,31875
6092,63,12,29166
6093,63,13,30041
6094,63,14,32666
6095,63,15,35166
6096,63,16,35833
6097,63,17,30750
6098,63,18,35333
6099,63,19,32416
6100,118,0,35458
6101,118,1,29625
6102,118,2,29833
6103,118,3,28583
6104,118,4,28375
6105,118,5,30291
6106,118,6,36291
6107,118,7,35375
6108,118,8,35250
6109,118,9,25750
6110,118,10,32250
6111,118,11,35250
6112,118,12,34583
6113,118,13,32166
6114,118,14,26208
6115,118,15,34750
6116,118,16,33625
6117,118,17,36000
6118,118,18,37833
6119,118,19,33166
6120,149,0,38875
6121,149,1,35875
6122,149,2,45583
6123,149,3,33041
6124,149,4,31458
6125,149,5,35000
6126,149,6,28833
6127,149,7,75250
6128,149,8,33333
6129,149,9,30958
6130,149,10,35500
6131,149,11,34958
6132,149,12,27458
6133,149,13,31458
6134,149,14,28625
6135,149,15,30291
6136,149,16,29500
6137,149,17,24458
6138,149,18,49333
6139,149,19,34625
6140,6,0,29875
6141,6,1,31666
6142,6,2,35416
6143,6,3,27708
6144,6,4,36000
6145,6,5,34750
6146,6,6,34708
6147,6,7,44166
6148,6,8,34833
6149,6,9,35250
6150,6,10,36041
6151,6,11,29791
6152,6,12,34875
6153,6,13,30208
6154,6,14,30250
6155,6,15,26708
6156,6,16,31666
6157,6,17,28500
6158,6,18,26791
6159,6,19,30750
6160,195,0,23958
6161,195,1,37333
6162,195,2,27833
6163,195,3,28666
6164,195,4,33166
6165,195,5,34750
6166,195,6,34250
6167,195,7,51375
6168,195,8,32916
6169,195,9,35500
6170,195,10,28708
6171,195,11,37333
6172,195,12,36708
6173,195,13,36791
6174,195,14,35416
6175,195,15,35125
6176,195,16,38041
6177,195,17,34250
6178,195,18,33750
6179,195,19,36125
6180,65,0,34083
6181,65,1,35875
6182,65,2,34166
6183,65,3,33791
6184,65,4,101708
6185,65,5,37583
6186,65,6,34583
6187,65,7,34250
6188,65,8,27708
6189,65,9,36083
6190,65,10,33458
6191,65,11,34666
6192,65,12,29208
6193,65,13,37583
6194,65,14,36500
6195,65,15,32083
6196,65,16,35083
6197,65,17,34958
6198,65,18,36208
6199,65,19,35958
6200,215,0,35583
6201,215,1,35500
6202,215,2,35541
6203,215,3,35375
6204,215,4,33250
6205,215,5,34333
6206,215,6,36000
6207,215,7,35333
6208,215,8,35791
6209,215,9,33500
6210,215,10,35166
6211,215,11,36541
6212,215,12,38250
6213,215,13,35916
6214,215,14,38041
6215,215,15,33333
6216,215,16,512333
6217,215,17,37708
6218,215,18,36500
6219,215,19,30416
6220,23,0,32791
6221,23,1,33583
6222,23,2,29583
6223,23,3,28833
6224,23,4,31750
6225,23,5,33000
6226,23,6,35041
6227,23,7,31708
6228,23,8,37458
6229,23,9,36166
6230,23,10,35041
6231,23,11,33750
6232,23,12,35958
6233,23,13,36791
6234,23,14,36916
6235,23,15,35000
6236,23,16,34916
6237,23,17,33666
6238,23,18,33416
6239,23,19,31041
6240,19,0,26916
6241,19,1,50125
6242,19,2,24291
6243,19,3,32958
6244,19,4,34750
6245,19,5,35791
6246,19,6,33750
6247,19,7,35791
6248,19,8,34750
6249,19,9,383583
6250,19,10,36375
6251,19,11,55541
6252,19,12,34791
6253,19,13,34458
6254,19,14,33750
6255,19,15,37166
6256,19,16,34750
6257,19,17,31791
6258,19,18,36375
6259,19,19,34875
6260,169,0,35291
6261,169,1,35291
6262,169,2,34416
6263,169,3,35208
6264,169,4,32125
6265,169,5,34333
6266,169,6,34916
6267,169,7,35333
6268,169,8,35750
6269,169,9,35375
6270,169,10,35541
6271,169,11,113083
6272,169,12,33708
6273,169,13,34500
6274,169,14,33916
6275,169,15,35583
6276,169,16,34291
6277,169,17,34458
6278,169,18,51791
6279,169,19,36875
6280,109,0,38166
6281,109,1,35375
6282,109,2,31500
6283,109,3,39958
6284,109,4,35916
6285,109,5,34916
6286,109,6,32250
6287,109,7,34833
6288,109,8,38750
6289,109,9,37666
6290,109,10,34833
6291,109,11,34750
6292,109,12,36708
6293,109,13,41000
6294,109,14,35375
6295,109,15,35500
6296,109,16,36166
6297,109,17,36166
6298,109,18,38291
6299,109,19,36458
6300,235,0,36208
6301,235,1,31416
6302,235,2,50250
6303,235,3,34083
6304,235,4,35416
6305,235,5,36375
6306,235,6,31166
6307,235,7,32916
6308,235,8,28125
6309,235,9,25791
6310,235,10,39958
6311,235,11,35250
6312,235,12,36000
6313,235,13,31041
6314,235,14,33875
6315,235,15,37583
6316,235,16,24125
6317,235,17,22833
6318,235,18,34500
6319,235,19,33041
6320,70,0,30541
6321,70,1,35250
6322,70,2,31166
6323,70,3,34791
6324,70,4,32125
6325,70,5,37791
6326,70,6,34291
6327,70,7,33500
6328,70,8,36041
6329,70,9,37166
6330,70,10,36833
6331,70,11,32166
6332,70,12,35958
6333,70,13,36291
6334,70,14,30291
6335,70,15,35458
6336,70,16,33250
6337,70,17,34291
6338,70,18,37333
6339,70,19,31041
6340,191,0,34250
6341,191,1,33041
6342,191,2,28875
6343,191,3,33583
6344,191,4,33375
6345,191,5,34333
6346,191,6,27583
6347,191,7,30083
6348,191,8,35458
6349,191,9,32541
6350,191,10,33416
6351,191,11,32750
6352,191,12,26375
6353,191,13,34375
6354,191,14,30291
6355,191,15,33500
6356,191,16,36500
6357,191,17,35958
6358,191,18,35250
6359,191,19,33208
6360,147,0,37458
6361,147,1,33958
6362,147,2,27666
6363,147,3,32041
6364,147,4,25958
6365,147,5,34416
6366,147,6,34166
6367,147,7,32208
6368,147,8,42291
6369,147,9,58416
6370,147,10,29291
6371,147,11,35875
6372,147,12,30166
6373,147,13,34708
6374,147,14,30041
6375,147,15,29083
6376,147,16,34000
6377,147,17,34000
6378,147,18,24416
6379,147,19,31041
6380,56,0,33500
6381,56,1,26791
6382,56,2,30125
6383,56,3,29916
6384,56,4,34083
6385,56,5,35583
6386,56,6,36083
6387,56,7,31541
6388,56,8,35250
6389,56,9,33000
6390,56,10,70000
6391,56,11,34250
6392,56,12,30041
6393,56,13,35458
6394,56,14,35000
6395,56,15,35625
6396,56,16,33416
6397,56,17,30708
6398,56,18,23125
6399,56,19,24000
6400,17,0,40250
6401,17,1,35750
6402,17,2,35875
6403,17,3,36333
6404,17,4,30000
6405,17,5,28125
6406,17,6,30625
