sample_id,target_byte,repeat,timing_ns
2538,27,18,37583
2539,27,19,34541
2540,188,0,45125
2541,188,1,36333
2542,188,2,112875
2543,188,3,64041
2544,188,4,36416
2545,188,5,33125
2546,188,6,37625
2547,188,7,48666
2548,188,8,35958
2549,188,9,36250
2550,188,10,35500
2551,188,11,36083
2552,188,12,34625
2553,188,13,35791
2554,188,14,43291
2555,188,15,37583
2556,188,16,36375
2557,188,17,35958
2558,188,18,36000
2559,188,19,137833
2560,90,0,37500
2561,90,1,37208
2562,90,2,37708
2563,90,3,37083
2564,90,4,35833
2565,90,5,36875
2566,90,6,36333
2567,90,7,36041
2568,90,8,36291
2569,90,9,52541
2570,90,10,74333
2571,90,11,47041
2572,90,12,35833
2573,90,13,34250
2574,90,14,37958
2575,90,15,54625
2576,90,16,49750
2577,90,17,36666
2578,90,18,83625
2579,90,19,35166
2580,86,0,396000
2581,86,1,38041
2582,86,2,35000
2583,86,3,36291
2584,86,4,36916
2585,86,5,36083
2586,86,6,47125
2587,86,7,288208
2588,86,8,36166
2589,86,9,35208
2590,86,10,38625
2591,86,11,307083
2592,86,12,35666
2593,86,13,34291
2594,86,14,32625
2595,86,15,36708
2596,86,16,38333
2597,86,17,35125
2598,86,18,34708
2599,86,19,31666
2600,47,0,50791
2601,47,1,35625
2602,47,2,35458
2603,47,3,36000
2604,47,4,35916
2605,47,5,34250
2606,47,6,34875
2607,47,7,34250
2608,47,8,35166
2609,47,9,34958
2610,47,10,35458
2611,47,11,37125
2612,47,12,35375
2613,47,13,35083
2614,47,14,35708
2615,47,15,35625
2616,47,16,35000
2617,47,17,143833
2618,47,18,108166
2619,47,19,36416
2620,133,0,36416
2621,133,1,52208
2622,133,2,35291
2623,133,3,63458
2624,133,4,44125
2625,133,5,36166
2626,133,6,36500
2627,133,7,37500
2628,133,8,61583
2629,133,9,36000
2630,133,10,36750
2631,133,11,36166
2632,133,12,35666
2633,133,13,104041
2634,133,14,36458
2635,133,15,82333
2636,133,16,90125
2637,133,17,37000
2638,133,18,36958
2639,133,19,36750
2640,79,0,83541
2641,79,1,36666
2642,79,2,82958
2643,79,3,36458
2644,79,4,35416
2645,79,5,37708
2646,79,6,36708
2647,79,7,83666
2648,79,8,392541
2649,79,9,53083
2650,79,10,1129375
2651,79,11,35083
2652,79,12,36500
2653,79,13,38291
2654,79,14,36125
2655,79,15,45791
2656,79,16,34958
2657,79,17,34291
2658,79,18,33958
2659,79,19,82500
2660,113,0,36708
2661,113,1,39083
2662,113,2,36250
2663,113,3,40166
2664,113,4,35166
2665,113,5,37333
2666,113,6,36416
2667,113,7,36583
2668,113,8,42625
2669,113,9,35208
2670,113,10,59833
2671,113,11,37000
2672,113,12,36333
2673,113,13,35833
2674,113,14,87750
2675,113,15,35375
2676,113,16,220500
2677,113,17,37333
2678,113,18,35708
2679,113,19,36958
2680,177,0,36333
2681,177,1,37541
2682,177,2,35791
2683,177,3,35958
2684,177,4,520708
2685,177,5,983875
2686,177,6,43083
2687,177,7,82666
2688,177,8,38583
2689,177,9,63916
2690,177,10,119958
2691,177,11,35625
2692,177,12,36583
2693,177,13,87083
2694,177,14,37208
2695,177,15,39875
2696,177,16,35916
2697,177,17,36791
2698,177,18,47833
2699,177,19,37000
2700,196,0,35666
2701,196,1,33833
2702,196,2,35166
2703,196,3,37291
2704,196,4,37125
2705,196,5,36125
2706,196,6,34583
2707,196,7,37875
2708,196,8,37333
2709,196,9,35541
2710,196,10,39666
2711,196,11,34833
2712,196,12,30708
2713,196,13,34125
2714,196,14,34916
2715,196,15,37458
2716,196,16,36500
2717,196,17,34166
2718,196,18,34875
2719,196,19,33125
2720,217,0,37000
2721,217,1,36833
2722,217,2,36333
2723,217,3,36500
2724,217,4,36500
2725,217,5,35666
2726,217,6,35833
2727,217,7,37250
2728,217,8,36333
2729,217,9,35291
2730,217,10,37916
2731,217,11,39166
2732,217,12,69000
2733,217,13,36750
2734,217,14,43916
2735,217,15,36250
2736,217,16,36041
2737,217,17,30166
2738,217,18,34500
2739,217,19,34708
2740,133,0,34333
2741,133,1,35000
2742,133,2,82916
2743,133,3,44291
2744,133,4,74333
2745,133,5,36541
2746,133,6,37125
2747,133,7,36583
2748,133,8,70083
2749,133,9,36750
2750,133,10,71666
2751,133,11,35833
2752,133,12,35166
2753,133,13,35791
2754,133,14,37666
2755,133,15,41000
2756,133,16,37791
2757,133,17,84041
2758,133,18,55041
2759,133,19,72250
2760,206,0,37125
2761,206,1,36250
2762,206,2,36458
2763,206,3,37208
2764,206,4,36458
2765,206,5,36791
2766,206,6,37125
2767,206,7,39833
2768,206,8,36791
2769,206,9,34625
2770,206,10,142041
2771,206,11,36125
2772,206,12,37083
2773,206,13,36208
2774,206,14,197666
2775,206,15,36791
2776,206,16,37541
2777,206,17,56500
2778,206,18,51416
2779,206,19,35833
2780,165,0,35500
2781,165,1,71041
2782,165,2,35083
2783,165,3,35458
2784,165,4,36333
2785,165,5,37333
2786,165,6,36291
2787,165,7,38250
2788,165,8,35250
2789,165,9,36458
2790,165,10,36666
2791,165,11,37000
2792,165,12,35416
2793,165,13,34208
2794,165,14,34208
2795,165,15,34500
2796,165,16,33833
2797,165,17,33500
2798,165,18,32208
2799,165,19,35750
2800,247,0,34708
2801,247,1,32125
2802,247,2,33833
2803,247,3,36333
2804,247,4,34875
2805,247,5,36500
2806,247,6,35541
2807,247,7,32291
2808,247,8,36250
2809,247,9,29458
2810,247,10,36125
2811,247,11,37166
2812,247,12,36958
2813,247,13,35333
2814,247,14,35083
2815,247,15,35625
2816,247,16,36375
2817,247,17,34416
2818,247,18,35541
2819,247,19,35708
2820,206,0,34708
2821,206,1,37500
2822,206,2,36541
2823,206,3,35791
2824,206,4,34000
2825,206,5,35583
2826,206,6,35500
2827,206,7,37000
2828,206,8,28833
2829,206,9,35583
2830,206,10,34708
2831,206,11,31333
2832,206,12,35583
2833,206,13,36666
2834,206,14,36833
2835,206,15,35375
2836,206,16,35125
2837,206,17,36333
2838,206,18,33041
2839,206,19,34000
2840,21,0,35833
2841,21,1,34666
2842,21,2,36833
2843,21,3,37333
2844,21,4,34625
2845,21,5,29375
2846,21,6,35708
2847,21,7,35458
2848,21,8,33708
2849,21,9,49250
2850,21,10,47833
2851,21,11,34291
2852,21,12,32458
2853,21,13,34000
2854,21,14,35416
2855,21,15,35666
2856,21,16,34916
2857,21,17,27000
2858,21,18,35333
2859,21,19,35708
2860,240,0,33750
2861,240,1,35291
2862,240,2,37041
2863,240,3,35875
2864,240,4,35875
2865,240,5,34208
2866,240,6,34666
2867,240,7,32000
2868,240,8,36375
2869,240,9,35000
2870,240,10,29916
2871,240,11,35500
2872,240,12,43000
2873,240,13,36166
2874,240,14,35333
2875,240,15,34291
2876,240,16,34416
2877,240,17,32625
2878,240,18,33291
2879,240,19,23666
2880,37,0,29208
2881,37,1,34041
2882,37,2,32375
2883,37,3,35958
2884,37,4,36041
2885,37,5,32625
2886,37,6,35500
2887,37,7,32916
2888,37,8,36000
2889,37,9,36666
2890,37,10,36208
2891,37,11,37583
2892,37,12,31583
2893,37,13,33875
2894,37,14,42250
2895,37,15,34708
2896,37,16,25083
2897,37,17,35125
2898,37,18,71083
2899,37,19,30958
2900,114,0,32666
2901,114,1,32375
2902,114,2,32750
2903,114,3,33125
2904,114,4,35750
2905,114,5,35083
2906,114,6,34958
2907,114,7,30291
2908,114,8,31083
2909,114,9,29750
2910,114,10,32166
2911,114,11,33875
2912,114,12,35541
2913,114,13,34416
2914,114,14,34916
2915,114,15,34333
2916,114,16,34291
2917,114,17,45750
2918,114,18,35833
2919,114,19,36791
2920,218,0,35791
2921,218,1,36000
2922,218,2,33625
2923,218,3,29750
2924,218,4,35125
2925,218,5,35875
2926,218,6,35458
2927,218,7,32333
2928,218,8,35625
2929,218,9,35625
2930,218,10,36916
2931,218,11,35791
2932,218,12,34875
2933,218,13,37250
2934,218,14,35750
2935,218,15,33708
2936,218,16,35583
2937,218,17,31916
2938,218,18,34125
2939,218,19,37250
2940,123,0,34416
2941,123,1,31083
2942,123,2,28416
2943,123,3,33041
2944,123,4,36208
2945,123,5,34375
2946,123,6,33333
2947,123,7,35625
2948,123,8,34291
2949,123,9,35208
2950,123,10,37833
2951,123,11,84791
2952,123,12,38333
2953,123,13,40083
2954,123,14,37666
2955,123,15,36041
2956,123,16,39125
2957,123,17,38791
2958,123,18,85458
2959,123,19,38375
2960,250,0,729000
2961,250,1,1000375
2962,250,2,36833
2963,250,3,37000
2964,250,4,45208
2965,250,5,76291
2966,250,6,36083
2967,250,7,38666
2968,250,8,38750
2969,250,9,29625
2970,250,10,37250
2971,250,11,37166
2972,250,12,42333
2973,250,13,36541
2974,250,14,683791
2975,250,15,36375
2976,250,16,37041
2977,250,17,35750
2978,250,18,37791
2979,250,19,35083
2980,2,0,35250
2981,2,1,35708
2982,2,2,33958
2983,2,3,24500
2984,2,4,34541
2985,2,5,32041
2986,2,6,30541
2987,2,7,33791
2988,2,8,34375
2989,2,9,33791
2990,2,10,31583
2991,2,11,32833
2992,2,12,30166
2993,2,13,35125
2994,2,14,33416
2995,2,15,37708
2996,2,16,34500
2997,2,17,32708
2998,2,18,35208
2999,2,19,25625
3000,150,0,33416
3001,150,1,35000
3002,150,2,31875
3003,150,3,33791
3004,150,4,34000
3005,150,5,26041
3006,150,6,34875
3007,150,7,30750
3008,150,8,30333
3009,150,9,35000
3010,150,10,38041
3011,150,11,35125
3012,150,12,35833
3013,150,13,27250
3014,150,14,33750
3015,150,15,36083
3016,150,16,34000
3017,150,17,36125
3018,150,18,58166
3019,150,19,26291
3020,255,0,38666
3021,255,1,36458
3022,255,2,35000
3023,255,3,36041
3024,255,4,33208
3025,255,5,36375
3026,255,6,33625
3027,255,7,31375
3028,255,8,34875
3029,255,9,34625
3030,255,10,30833
3031,255,11,34375
3032,255,12,48041
3033,255,13,28625
3034,255,14,28041
3035,255,15,30916
3036,255,16,31541
3037,255,17,28833
3038,255,18,25333
3039,255,19,33083
3040,29,0,29958
3041,29,1,25708
3042,29,2,27458
3043,29,3,35708
3044,29,4,33625
3045,29,5,35250
3046,29,6,33875
3047,29,7,29500
3048,29,8,28875
3049,29,9,31208
3050,29,10,32708
3051,29,11,26291
3052,29,12,28375
3053,29,13,34333
3054,29,14,30875
3055,29,15,33833
3056,29,16,26500
3057,29,17,34541
3058,29,18,33208
3059,29,19,35791
3060,46,0,32791
3061,46,1,30375
3062,46,2,36833
3063,46,3,33333
3064,46,4,34291
3065,46,5,32458
3066,46,6,34500
3067,46,7,25458
3068,46,8,34416
3069,46,9,22708
3070,46,10,30916
3071,46,11,29500
3072,46,12,33708
3073,46,13,27500
3074,46,14,30750
3075,46,15,31666
3076,46,16,23041
3077,46,17,35125
3078,46,18,32083
3079,46,19,34250
3080,213,0,32625
3081,213,1,33208
3082,213,2,31875
3083,213,3,34041
3084,213,4,27208
3085,213,5,33625
3086,213,6,25625
3087,213,7,35166
3088,213,8,38375
3089,213,9,35291
3090,213,10,26166
3091,213,11,36666
3092,213,12,35583
3093,213,13,27333
3094,213,14,32375
3095,213,15,31375
3096,213,16,36041
3097,213,17,33791
3098,213,18,31000
3099,213,19,33375
3100,81,0,35583
3101,81,1,30666
3102,81,2,32000
3103,81,3,35041
3104,81,4,34625
3105,81,5,34000
3106,81,6,29291
3107,81,7,35291
3108,81,8,34000
3109,81,9,34083
3110,81,10,32750
3111,81,11,35166
3112,81,12,35500
3113,81,13,33750
3114,81,14,27666
3115,81,15,28166
3116,81,16,26541
3117,81,17,29916
3118,81,18,33666
3119,81,19,34166
3120,66,0,34375
3121,66,1,27833
3122,66,2,29833
3123,66,3,36291
3124,66,4,32958
3125,66,5,33666
3126,66,6,34708
3127,66,7,28125
3128,66,8,30250
3129,66,9,35208
3130,66,10,35166
3131,66,11,35291
3132,66,12,24125
3133,66,13,37208
3134,66,14,34750
3135,66,15,44125
3136,66,16,33750
3137,66,17,34208
3138,66,18,34500
3139,66,19,31416
3140,241,0,28416
3141,241,1,33208
3142,241,2,35125
3143,241,3,29166
3144,241,4,22666
3145,241,5,22500
3146,241,6,30875
3147,241,7,22791
3148,241,8,32416
3149,241,9,31541
3150,241,10,24083
3151,241,11,31041
3152,241,12,24250
3153,241,13,29541
3154,241,14,30958
3155,241,15,27583
3156,241,16,58791
3157,241,17,23083
3158,241,18,31833
3159,241,19,28333
3160,155,0,71083
3161,155,1,31375
3162,155,2,34083
3163,155,3,29083
3164,155,4,27291
3165,155,5,33750
3166,155,6,34375
3167,155,7,32000
3168,155,8,35083
3169,155,9,29750
3170,155,10,29583
3171,155,11,25208
3172,155,12,32875
3173,155,13,23708
3174,155,14,35875
3175,155,15,33916
3176,155,16,28333
3177,155,17,35083
3178,155,18,34333
3179,155,19,30166
3180,68,0,32083
3181,68,1,26666
3182,68,2,32916
3183,68,3,34875
3184,68,4,27625
3185,68,5,35916
3186,68,6,36666
3187,68,7,32875
3188,68,8,36750
3189,68,9,28583
3190,68,10,27958
3191,68,11,36375
3192,68,12,25125
3193,68,13,31500
3194,68,14,35958
3195,68,15,34375
3196,68,16,35250
3197,68,17,34541
3198,68,18,36000
3199,68,19,35916
3200,84,0,36291
3201,84,1,36125
3202,84,2,37125
3203,84,3,33166
3204,84,4,29791
3205,84,5,34916
3206,84,6,32625
3207,84,7,35083
3208,84,8,34875
3209,84,9,35375
3210,84,10,33791
3211,84,11,36041
3212,84,12,29916
3213,84,13,35250
3214,84,14,34791
3215,84,15,24916
3216,84,16,30958
3217,84,17,28458
3218,84,18,33166
3219,84,19,32083
3220,164,0,32458
3221,164,1,33458
3222,164,2,35125
3223,164,3,28875
3224,164,4,30916
3225,164,5,35625
3226,164,6,35000
3227,164,7,33208
3228,164,8,31041
3229,164,9,32583
3230,164,10,34125
3231,164,11,34333
3232,164,12,29250
3233,164,13,36000
3234,164,14,35416
3235,164,15,35291
3236,164,16,34500
3237,164,17,26250
3238,164,18,49291
3239,164,19,88500
3240,110,0,32291
3241,110,1,33625
3242,110,2,36375
3243,110,3,32541
3244,110,4,34750
3245,110,5,35500
3246,110,6,30125
3247,110,7,35500
3248,110,8,35833
3249,110,9,33791
3250,110,10,53416
3251,110,11,35208
3252,110,12,34041
3253,110,13,35875
3254,110,14,35958
3255,110,15,29500
3256,110,16,32125
3257,110,17,37625
3258,110,18,283291
3259,110,19,59958
3260,41,0,36083
3261,41,1,34250
3262,41,2,36041
3263,41,3,39625
3264,41,4,34791
3265,41,5,36125
3266,41,6,34500
3267,41,7,35333
3268,41,8,86333
3269,41,9,36708
3270,41,10,40083
3271,41,11,38666
3272,41,12,56583
3273,41,13,39833
3274,41,14,36333
3275,41,15,36041
3276,41,16,34875
3277,41,17,34416
3278,41,18,35375
3279,41,19,34125
3280,40,0,34750
3281,40,1,29458
3282,40,2,37625
3283,40,3,35541
3284,40,4,42250
3285,40,5,36916
3286,40,6,36291
3287,40,7,37500
3288,40,8,38916
3289,40,9,36500
3290,40,10,35625
3291,40,11,34541
3292,40,12,37583
3293,40,13,34875
3294,40,14,35875
3295,40,15,34875
3296,40,16,35125
3297,40,17,33083
3298,40,18,37500
3299,40,19,35333
3300,190,0,35666
3301,190,1,35291
3302,190,2,31583
3303,190,3,42708
3304,190,4,36250
3305,190,5,37583
3306,190,6,461250
3307,190,7,36125
3308,190,8,38750
3309,190,9,391666
3310,190,10,160250
3311,190,11,36791
3312,190,12,37625
3313,190,13,36541
3314,190,14,34916
3315,190,15,37583
3316,190,16,36750
3317,190,17,53958
3318,190,18,36125
3319,190,19,36000
3320,242,0,35041
3321,242,1,37500
3322,242,2,34875
3323,242,3,39375
3324,242,4,34916
3325,242,5,34875
3326,242,6,35625
3327,242,7,35916
3328,242,8,69166
3329,242,9,34500
3330,242,10,34125
3331,242,11,31916
3332,242,12,36583
3333,242,13,30791
3334,242,14,31958
3335,242,15,36333
3336,242,16,34625
3337,242,17,31291
3338,242,18,34041
3339,242,19,33166
3340,89,0,35708
3341,89,1,34916
3342,89,2,34625
3343,89,3,32583
3344,89,4,32166
3345,89,5,34541
3346,89,6,26875
3347,89,7,35000
3348,89,8,34666
3349,89,9,31708
3350,89,10,34916
3351,89,11,35708
3352,89,12,35458
3353,89,13,34500
3354,89,14,23500
3355,89,15,44166
3356,89,16,34750
3357,89,17,36083
3358,89,18,37000
3359,89,19,35833
3360,85,0,38625
3361,85,1,35916
3362,85,2,35125
3363,85,3,36875
3364,85,4,32458
3365,85,5,33291
3366,85,6,30333
3367,85,7,32375
3368,85,8,34708
3369,85,9,35333
3370,85,10,30083
3371,85,11,29125
3372,85,12,34458
3373,85,13,36291
3374,85,14,31916
3375,85,15,28041
3376,85,16,34541
3377,85,17,48666
3378,85,18,36541
3379,85,19,34916
3380,96,0,31541
3381,96,1,35916
3382,96,2,34583
3383,96,3,32791
3384,96,4,28416
3385,96,5,35208
3386,96,6,25000
3387,96,7,32166
3388,96,8,30166
3389,96,9,31458
3390,96,10,33000
3391,96,11,36250
3392,96,12,37708
3393,96,13,36083
3394,96,14,35958
3395,96,15,33416
3396,96,16,34083
3397,96,17,35500
3398,96,18,39666
3399,96,19,36750
3400,115,0,34583
3401,115,1,35625
3402,115,2,32125
3403,115,3,32166
3404,115,4,36958
3405,115,5,34166
3406,115,6,34125
3407,115,7,26625
3408,115,8,32500
3409,115,9,30750
3410,115,10,28625
3411,115,11,34541
3412,115,12,26583
3413,115,13,32791
3414,115,14,30125
3415,115,15,26625
3416,115,16,29708
3417,115,17,32166
3418,115,18,35875
3419,115,19,32708
3420,231,0,35916
3421,231,1,26708
3422,231,2,31416
3423,231,3,29125
3424,231,4,33583
3425,231,5,31250
3426,231,6,36125
3427,231,7,25791
3428,231,8,33375
3429,231,9,32333
3430,231,10,34166
3431,231,11,32458
3432,231,12,30500
3433,231,13,35708
3434,231,14,33500
3435,231,15,37833
3436,231,16,35541
3437,231,17,34833
3438,231,18,28708
3439,231,19,23625
3440,226,0,31708
3441,226,1,33708
3442,226,2,33125
3443,226,3,35125
3444,226,4,36291
3445,226,5,33708
3446,226,6,30583
3447,226,7,33000
3448,226,8,32291
3449,226,9,27791
3450,226,10,32166
3451,226,11,27541
3452,226,12,23958
3453,226,13,31041
3454,226,14,31041
3455,226,15,31833
3456,226,16,25583
3457,226,17,33583
3458,226,18,33958
3459,226,19,32083
3460,223,0,35291
3461,223,1,26375
3462,223,2,30750
3463,223,3,33583
3464,223,4,35125
3465,223,5,32208
3466,223,6,31583
3467,223,7,32250
3468,223,8,31083
3469,223,9,27750
3470,223,10,26583
3471,223,11,32500
3472,223,12,62708
3473,223,13,27250
3474,223,14,40500
3475,223,15,32000
3476,223,16,32875
3477,223,17,34416
3478,223,18,29041
3479,223,19,28250
3480,72,0,25125
3481,72,1,29500
3482,72,2,31916
3483,72,3,34500
3484,72,4,34125
3485,72,5,34000
3486,72,6,36083
3487,72,7,35541
3488,72,8,34791
3489,72,9,30333
3490,72,10,34875
3491,72,11,33875
3492,72,12,54291
3493,72,13,31541
3494,72,14,32125
3495,72,15,34958
3496,72,16,30666
3497,72,17,33166
3498,72,18,32750
3499,72,19,35125
3500,186,0,38625
3501,186,1,36041
3502,186,2,95166
3503,186,3,34541
3504,186,4,33875
3505,186,5,34541
3506,186,6,31791
3507,186,7,35708
3508,186,8,35708
3509,186,9,36166
3510,186,10,33916
3511,186,11,35166
3512,186,12,33166
3513,186,13,35583
3514,186,14,30791
3515,186,15,33208
3516,186,16,32750
3517,186,17,22416
3518,186,18,35083
3519,186,19,26333
3520,112,0,26250
3521,112,1,35541
3522,112,2,27541
3523,112,3,31000
3524,112,4,26958
3525,112,5,35416
3526,112,6,31000
3527,112,7,25958
3528,112,8,55583
3529,112,9,28208
3530,112,10,29750
3531,112,11,29250
3532,112,12,32916
3533,112,13,33375
3534,112,14,26000
3535,112,15,24458
3536,112,16,30000
3537,112,17,29916
3538,112,18,31250
3539,112,19,32041
3540,124,0,27750
3541,124,1,26250
3542,124,2,29791
3543,124,3,28375
3544,124,4,31541
3545,124,5,30083
3546,124,6,28000
3547,124,7,27833
3548,124,8,33041
3549,124,9,32916
3550,124,10,34291
3551,124,11,27666
3552,124,12,27666
3553,124,13,24458
3554,124,14,34041
3555,124,15,32458
3556,124,16,28541
3557,124,17,33208
3558,124,18,34500
3559,124,19,36041
3560,218,0,33458
3561,218,1,24833
3562,218,2,31000
3563,218,3,34125
3564,218,4,35541
3565,218,5,29875
3566,218,6,29833
3567,218,7,28208
3568,218,8,34416
3569,218,9,35375
3570,218,10,36250
3571,218,11,35833
3572,218,12,31291
3573,218,13,32333
3574,218,14,30333
3575,218,15,34458
3576,218,16,33083
3577,218,17,33166
3578,218,18,34875
3579,218,19,31833
3580,166,0,32625
3581,166,1,34416
3582,166,2,32750
3583,166,3,31166
3584,166,4,22750
3585,166,5,36500
3586,166,6,36083
3587,166,7,36666
3588,166,8,35250
3589,166,9,32208
3590,166,10,26541
3591,166,11,34750
3592,166,12,33291
3593,166,13,28000
3594,166,14,33333
3595,166,15,35916
3596,166,16,30833
3597,166,17,29083
3598,166,18,32750
3599,166,19,31000
3600,119,0,35458
3601,119,1,35708
3602,119,2,28291
3603,119,3,34375
3604,119,4,31875
3605,119,5,31666
3606,119,6,35750
3607,119,7,37166
3608,119,8,37125
3609,119,9,25625
3610,119,10,26958
3611,119,11,33458
3612,119,12,35291
3613,119,13,46625
3614,119,14,34708
3615,119,15,35291
3616,119,16,32083
3617,119,17,31000
3618,119,18,28500
3619,119,19,32166
3620,37,0,25583
3621,37,1,33291
3622,37,2,30208
3623,37,3,32708
3624,37,4,29583
3625,37,5,30083
3626,37,6,30500
3627,37,7,32416
3628,37,8,31208
3629,37,9,29916
3630,37,10,31250
3631,37,11,34916
3632,37,12,30375
3633,37,13,28833
3634,37,14,35416
3635,37,15,30875
3636,37,16,28291
3637,37,17,30666
3638,37,18,34875
3639,37,19,35750
3640,81,0,35416
3641,81,1,35958
3642,81,2,32416
3643,81,3,36250
3644,81,4,35916
3645,81,5,30625
3646,81,6,35708
3647,81,7,35791
3648,81,8,34791
3649,81,9,32916
3650,81,10,26666
3651,81,11,28833
3652,81,12,22708
3653,81,13,24875
3654,81,14,31583
3655,81,15,35166
3656,81,16,32750
3657,81,17,30375
3658,81,18,35416
3659,81,19,32750
3660,104,0,31916
3661,104,1,34000
3662,104,2,31291
3663,104,3,25666
3664,104,4,33666
3665,104,5,35541
3666,104,6,33666
3667,104,7,30208
3668,104,8,26666
3669,104,9,33708
3670,104,10,35958
3671,104,11,30625
3672,104,12,28958
3673,104,13,35708
3674,104,14,34541
3675,104,15,36041
3676,104,16,32875
3677,104,17,29375
3678,104,18,34041
3679,104,19,32333
3680,223,0,34458
3681,223,1,30625
3682,223,2,34833
3683,223,3,35916
3684,223,4,36416
3685,223,5,34333
3686,223,6,32875
3687,223,7,31458
3688,223,8,35083
3689,223,9,36416
3690,223,10,36333
3691,223,11,33083
3692,223,12,33750
3693,223,13,38000
3694,223,14,36500
3695,223,15,34458
3696,223,16,34458
3697,223,17,35291
3698,223,18,33500
3699,223,19,41125
3700,242,0,27833
3701,242,1,37083
3702,242,2,30958
3703,242,3,30958
3704,242,4,34125
3705,242,5,35000
3706,242,6,34458
3707,242,7,34208
3708,242,8,38166
3709,242,9,34041
3710,242,10,24250
3711,242,11,36166
3712,242,12,34583
3713,242,13,34541
3714,242,14,36208
3715,242,15,33000
3716,242,16,30958
3717,242,17,32583
3718,242,18,36166
3719,242,19,37708
3720,45,0,37416
3721,45,1,36041
3722,45,2,31083
3723,45,3,32000
3724,45,4,34708
3725,45,5,39625
3726,45,6,30375
3727,45,7,36250
3728,45,8,34500
3729,45,9,34583
3730,45,10,30041
3731,45,11,29500
3732,45,12,33916
3733,45,13,36958
3734,45,14,37208
3735,45,15,45708
3736,45,16,35083
3737,45,17,31666
3738,45,18,31541
3739,45,19,39833
3740,169,0,36541
3741,169,1,69250
3742,169,2,46583
3743,169,3,36500
3744,169,4,35291
3745,169,5,36500
3746,169,6,34500
3747,169,7,24583
3748,169,8,33625
3749,169,9,36166
3750,169,10,31125
3751,169,11,34541
3752,169,12,35500
3753,169,13,34041
3754,169,14,33041
3755,169,15,34583
3756,169,16,34708
3757,169,17,35666
3758,169,18,35041
3759,169,19,35875
3760,217,0,37208
3761,217,1,35541
3762,217,2,35333
3763,217,3,31375
3764,217,4,33458
3765,217,5,34625
3766,217,6,37500
3767,217,7,36375
3768,217,8,34916
3769,217,9,33125
3770,217,10,30166
3771,217,11,27750
3772,217,12,38416
3773,217,13,35041
3774,217,14,41541
3775,217,15,48125
3776,217,16,35000
3777,217,17,53000
3778,217,18,31208
3779,217,19,33875
3780,149,0,35125
3781,149,1,35500
3782,149,2,36916
3783,149,3,35541
3784,149,4,33708
3785,149,5,30000
3786,149,6,36833
3787,149,7,36250
3788,149,8,34708
3789,149,9,35708
3790,149,10,36916
3791,149,11,35625
3792,149,12,32208
3793,149,13,36083
3794,149,14,35166
3795,149,15,35333
3796,149,16,38291
3797,149,17,36166
3798,149,18,37083
3799,149,19,35833
3800,64,0,36041
3801,64,1,32958
3802,64,2,36000
3803,64,3,35125
3804,64,4,33041
3805,64,5,35250
3806,64,6,31250
3807,64,7,28083
3808,64,8,30875
3809,64,9,35125
3810,64,10,25750
3811,64,11,30875
3812,64,12,35708
3813,64,13,36041
3814,64,14,33041
3815,64,15,36666
3816,64,16,31166
3817,64,17,32791
3818,64,18,57791
3819,64,19,30958
3820,43,0,30625
3821,43,1,28666
3822,43,2,35125
3823,43,3,37291
3824,43,4,32541
3825,43,5,36083
3826,43,6,35166
3827,43,7,36500
3828,43,8,37375
3829,43,9,42500
3830,43,10,34750
3831,43,11,32458
3832,43,12,40583
3833,43,13,31375
3834,43,14,34416
3835,43,15,33875
3836,43,16,37583
3837,43,17,36083
3838,43,18,34791
3839,43,19,36375
3840,202,0,35416
3841,202,1,38875
3842,202,2,37916
3843,202,3,34000
3844,202,4,37791
3845,202,5,30375
3846,202,6,25500
3847,202,7,35416
3848,202,8,33000
3849,202,9,26166
3850,202,10,23708
3851,202,11,37375
3852,202,12,41750
3853,202,13,26416
3854,202,14,32000
3855,202,15,48291
3856,202,16,26083
3857,202,17,35875
3858,202,18,32125
3859,202,19,39500
3860,112,0,38833
3861,112,1,35041
3862,112,2,28666
3863,112,3,34541
3864,112,4,34083
3865,112,5,35000
3866,112,6,34166
3867,112,7,34250
3868,112,8,34791
3869,112,9,34291
3870,112,10,33791
3871,112,11,30750
3872,112,12,29166
3873,112,13,35125
3874,112,14,29000
3875,112,15,39291
3876,112,16,30875
3877,112,17,25125
3878,112,18,33458
3879,112,19,30708
3880,76,0,36791
3881,76,1,42125
3882,76,2,35625
3883,76,3,33083
3884,76,4,35708
3885,76,5,28666
3886,76,6,36208
3887,76,7,33458
3888,76,8,34500
3889,76,9,30625
3890,76,10,30208
3891,76,11,35916
3892,76,12,36625
3893,76,13,46291
3894,76,14,36291
3895,76,15,35208
3896,76,16,33541
3897,76,17,36083
3898,76,18,67291
3899,76,19,34583
3900,61,0,29041
3901,61,1,34125
3902,61,2,30000
3903,61,3,34375
3904,61,4,33750
3905,61,5,34583
3906,61,6,34958
3907,61,7,58375
3908,61,8,34666
3909,61,9,54583
3910,61,10,35083
3911,61,11,38833
3912,61,12,26833
3913,61,13,32833
3914,61,14,35333
3915,61,15,28375
3916,61,16,25875
3917,61,17,27125
3918,61,18,38625
3919,61,19,22750
3920,137,0,37125
3921,137,1,60250
3922,137,2,29083
3923,137,3,38583
3924,137,4,36166
3925,137,5,32583
3926,137,6,35000
3927,137,7,72208
3928,137,8,37208
3929,137,9,36458
3930,137,10,74458
3931,137,11,32958
3932,137,12,34458
3933,137,13,34041
3934,137,14,40208
